"Step","uniformbenford - test_arithmetic_perfect","uniformbenford - test_arithmetic_perfect__MIN","uniformbenford - test_arithmetic_perfect__MAX"
"2517","78.37","78.37","78.37"
"2518","78.76","78.76","78.76"
"2519","77.95","77.95","77.95"
"2520","77.77","77.77","77.77"
"2521","77.48","77.48","77.48"
"2522","77.21","77.21","77.21"
"2523","78.66","78.66","78.66"
"2524","78.29","78.29","78.29"
"2525","78.43","78.43","78.43"
"2526","79.05","79.05","79.05"
"2527","78.68","78.68","78.68"
"2528","78.77","78.77","78.77"
"2529","79.25","79.25","79.25"
"2530","78.95","78.95","78.95"
"2531","79.24","79.24","79.24"
"2532","79.28","79.28","79.28"
"2533","78.66","78.66","78.66"
"2534","77.98","77.98","77.98"
"2535","78.85","78.85","78.85"
"2536","79.34","79.34","79.34"
"2537","78.58","78.58","78.58"
"2538","78.77","78.77","78.77"
"2539","78.74","78.74","78.74"
"2540","79.25","79.25","79.25"
"2541","78.57","78.57","78.57"
"2542","78.73","78.73","78.73"
"2543","77.57","77.57","77.57"
"2544","78.93","78.93","78.93"
"2545","79.04","79.04","79.04"
"2546","78.96","78.96","78.96"
"2547","79.45","79.45","79.45"
"2548","79.25","79.25","79.25"
"2549","78.75","78.75","78.75"
"2550","79.27","79.27","79.27"
"2551","79.93","79.93","79.93"
"2552","78.35","78.35","78.35"
"2553","79.42","79.42","79.42"
"2554","79.36","79.36","79.36"
"2555","79.55","79.55","79.55"
"2556","79.08","79.08","79.08"
"2557","78.36","78.36","78.36"
"2558","79.33","79.33","79.33"
"2559","78.09","78.09","78.09"
"2560","78.57","78.57","78.57"
"2561","78.96","78.96","78.96"
"2562","79.37","79.37","79.37"
"2563","79.55","79.55","79.55"
"2564","78.94","78.94","78.94"
"2565","79.16","79.16","79.16"
"2566","77.95","77.95","77.95"
"2567","79.16","79.16","79.16"
"2568","78.35","78.35","78.35"
"2569","79.73","79.73","79.73"
"2570","79.53","79.53","79.53"
"2571","79.15","79.15","79.15"
"2572","78.74","78.74","78.74"
"2573","79.43","79.43","79.43"
"2574","79.72","79.72","79.72"
"2575","79.81","79.81","79.81"
"2576","79.15","79.15","79.15"
"2577","79.01","79.01","79.01"
"2578","79.14","79.14","79.14"
"2579","79.23","79.23","79.23"
"2580","78.27","78.27","78.27"
"2581","79.36","79.36","79.36"
"2582","79.84","79.84","79.84"
"2583","78.76","78.76","78.76"
"2584","79.36","79.36","79.36"
"2585","79.96","79.96","79.96"
"2586","78.27","78.27","78.27"
"2587","78.92","78.92","78.92"
"2588","78.25","78.25","78.25"
"2589","79.44","79.44","79.44"
"2590","79.41","79.41","79.41"
"2591","79.64","79.64","79.64"
"2592","78.93","78.93","78.93"
"2593","79.03","79.03","79.03"
"2594","78.84","78.84","78.84"
"2595","79.42","79.42","79.42"
"2596","79.53","79.53","79.53"
"2597","79.44","79.44","79.44"
"2598","78.74","78.74","78.74"
"2599","78.76","78.76","78.76"
"2600","78.85","78.85","78.85"
"2601","79.83","79.83","79.83"
"2602","78.94","78.94","78.94"
"2603","78.63","78.63","78.63"
"2604","78.93","78.93","78.93"
"2605","79.66","79.66","79.66"
"2606","79.75","79.75","79.75"
"2607","79.23","79.23","79.23"
"2608","79.44","79.44","79.44"
"2609","78.85","78.85","78.85"
"2610","79.93","79.93","79.93"
