"Step","uniformbenford - valid_arithmetic_perfect","uniformbenford - valid_arithmetic_perfect__MIN","uniformbenford - valid_arithmetic_perfect__MAX"
"2507","84.35","84.35","84.35"
"2508","83.88","83.88","83.88"
"2509","84.46","84.46","84.46"
"2510","83.94","83.94","83.94"
"2511","84.47","84.47","84.47"
"2512","84.19","84.19","84.19"
"2513","84.4","84.4","84.4"
"2514","84.69","84.69","84.69"
"2515","84.33","84.33","84.33"
"2516","84.08","84.08","84.08"
"2517","84.04","84.04","84.04"
"2518","84.31","84.31","84.31"
"2519","84.95","84.95","84.95"
"2520","83.85","83.85","83.85"
"2521","84.34","84.34","84.34"
"2522","84.08","84.08","84.08"
"2523","84.24","84.24","84.24"
"2524","84.05","84.05","84.05"
"2525","84.08","84.08","84.08"
"2526","84.07","84.07","84.07"
"2527","84.21","84.21","84.21"
"2528","84.68","84.68","84.68"
"2529","84.34","84.34","84.34"
"2530","84.41","84.41","84.41"
"2531","84.37","84.37","84.37"
"2532","84.64","84.64","84.64"
"2533","84.34","84.34","84.34"
"2534","84.19","84.19","84.19"
"2535","85.11","85.11","85.11"
"2536","84.97","84.97","84.97"
"2537","84.55","84.55","84.55"
"2538","84.76","84.76","84.76"
"2539","84.28","84.28","84.28"
"2540","84.68","84.68","84.68"
"2541","84.49","84.49","84.49"
"2542","83.95","83.95","83.95"
"2543","84.55","84.55","84.55"
"2544","85.74","85.74","85.74"
"2545","85.06","85.06","85.06"
"2546","84.23","84.23","84.23"
"2547","83.88","83.88","83.88"
"2548","84.09","84.09","84.09"
"2549","85.06","85.06","85.06"
"2550","84.13","84.13","84.13"
"2551","84.15","84.15","84.15"
"2552","84.35","84.35","84.35"
"2553","84.82","84.82","84.82"
"2554","84.93","84.93","84.93"
"2555","84.68","84.68","84.68"
"2556","84.67","84.67","84.67"
"2557","84.92","84.92","84.92"
"2558","84.24","84.24","84.24"
"2559","84.41","84.41","84.41"
"2560","84.33","84.33","84.33"
"2561","85.1","85.1","85.1"
"2562","84.55","84.55","84.55"
"2563","84.42","84.42","84.42"
"2564","84.44","84.44","84.44"
"2565","84.35","84.35","84.35"
"2566","84.06","84.06","84.06"
"2567","84.5","84.5","84.5"
"2568","84.51","84.51","84.51"
"2569","84.15","84.15","84.15"
"2570","84.24","84.24","84.24"
"2571","84.37","84.37","84.37"
"2572","85","85","85"
"2573","84.68","84.68","84.68"
"2574","85.47","85.47","85.47"
"2575","84.7","84.7","84.7"
"2576","85.09","85.09","85.09"
"2577","84.97","84.97","84.97"
"2578","84.93","84.93","84.93"
"2579","84.21","84.21","84.21"
"2580","85.03","85.03","85.03"
"2581","84.87","84.87","84.87"
"2582","84.94","84.94","84.94"
"2583","84.77","84.77","84.77"
"2584","84.53","84.53","84.53"
"2585","84.67","84.67","84.67"
"2586","85.04","85.04","85.04"
"2587","84.79","84.79","84.79"
"2588","84.25","84.25","84.25"
"2589","84.92","84.92","84.92"
"2590","84.54","84.54","84.54"
"2591","84.43","84.43","84.43"
"2592","84.74","84.74","84.74"
"2593","84.74","84.74","84.74"
"2594","85.24","85.24","85.24"
"2595","84.11","84.11","84.11"
"2596","85.17","85.17","85.17"
"2597","85.6","85.6","85.6"
"2598","84.9","84.9","84.9"
"2599","85.42","85.42","85.42"
"2600","85.05","85.05","85.05"
"2601","84.63","84.63","84.63"
"2602","85","85","85"
"2603","84.64","84.64","84.64"
"2604","84.57","84.57","84.57"
"2605","84.96","84.96","84.96"
"2606","84.86","84.86","84.86"
"2607","84.66","84.66","84.66"
"2608","85.56","85.56","85.56"
"2609","84","84","84"
"2610","84.72","84.72","84.72"
